cellID	cellType	SubjectName	clusterID
cell_4160	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4161	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4162	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4163	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4164	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4165	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4166	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4167	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4168	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4169	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4170	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4171	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4172	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4173	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4174	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4175	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4176	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4177	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4178	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4179	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4180	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4181	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4182	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4183	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4184	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4185	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4186	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4187	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4188	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4189	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4190	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4191	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4192	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4193	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4194	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4195	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4197	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4198	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4199	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4200	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4201	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4202	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4203	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4204	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4205	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4206	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4207	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4208	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4209	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4210	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4211	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4212	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4213	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4214	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4215	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4216	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4217	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4218	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4219	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4220	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4221	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4222	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4223	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4225	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4226	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4228	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4229	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4230	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4231	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4232	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4233	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4234	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4235	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4236	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4237	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4238	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4239	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4240	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4241	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4242	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4243	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4244	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4245	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4246	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4247	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4248	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4249	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4250	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4251	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4252	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4253	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4254	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4255	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4256	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4257	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4258	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4259	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4260	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4261	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4262	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4263	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4264	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4265	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4266	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4267	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4268	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4269	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4270	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4271	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4272	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4273	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4274	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4275	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4276	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4277	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4278	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4279	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4280	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4281	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4282	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4283	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4284	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4285	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4286	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4287	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4288	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4289	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4290	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4291	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4292	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4293	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4294	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4296	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4297	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4298	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4299	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4300	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4301	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4302	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4303	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4304	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4305	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4306	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4307	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4308	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4309	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4310	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4311	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4312	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4313	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4314	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4315	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4316	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4317	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4318	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4319	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4320	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4321	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4322	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4323	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4324	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4325	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4326	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4327	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4328	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4329	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4330	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4331	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4332	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4333	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4334	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4335	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4336	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4337	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4338	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4339	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4340	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4341	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4342	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4343	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4344	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4345	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4346	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4347	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4349	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4350	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4351	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4352	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4353	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4354	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4355	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4356	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4357	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4358	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4359	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4360	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4361	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4362	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4363	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4364	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4365	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4366	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4367	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4368	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4369	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4370	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4372	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4373	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4374	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4375	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4376	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4377	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4378	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4379	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4380	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4381	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4382	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4383	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4384	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4385	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4386	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4387	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4388	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4389	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4390	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4391	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4392	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4393	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4394	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4395	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4396	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4397	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4398	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4399	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4400	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4401	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4402	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4403	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4404	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4405	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4406	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4407	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4408	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4409	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4410	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4411	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4412	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4413	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4414	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4415	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4416	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4417	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4418	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4419	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4420	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4421	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4422	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4423	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4424	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4425	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4426	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4427	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4428	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4429	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4430	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4431	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4432	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4433	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4434	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4435	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4436	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4437	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4438	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4439	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4440	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4441	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4442	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4443	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4444	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4445	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4446	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4447	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4448	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4449	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4450	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4451	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4452	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4453	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4454	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4455	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4456	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4457	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4458	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4459	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4460	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4461	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4462	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4463	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4464	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4465	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4466	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4467	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4468	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4469	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4470	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4471	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4472	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4473	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4475	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4476	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4477	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4478	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4479	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4480	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4481	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4482	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4483	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4484	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4485	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4486	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4487	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4488	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4489	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4490	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4491	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4492	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4493	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4494	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4495	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4496	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4497	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4498	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4499	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4500	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4501	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4503	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4504	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4505	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4506	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4507	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4508	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4509	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4510	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4511	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4512	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4513	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4514	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4515	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4516	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4517	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4518	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4519	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4520	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4521	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4522	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4523	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4524	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4525	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4526	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4528	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4529	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4530	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4531	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4532	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4533	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4534	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4535	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4536	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4537	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4538	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4539	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4540	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4541	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4542	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4543	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4544	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4545	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4546	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4547	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4548	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4549	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4550	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4551	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4552	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4553	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4554	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4555	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4556	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4557	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4558	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4559	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4560	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4561	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4562	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4563	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4564	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4565	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4566	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4567	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4568	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4569	regrouped.cluster.1	Mix_9	regrouped.cluster.1
cell_4570	regrouped.cluster.1	Mix_10	regrouped.cluster.1
cell_4571	regrouped.cluster.1	Mix_1	regrouped.cluster.1
cell_4572	regrouped.cluster.1	Mix_2	regrouped.cluster.1
cell_4573	regrouped.cluster.1	Mix_3	regrouped.cluster.1
cell_4574	regrouped.cluster.1	Mix_4	regrouped.cluster.1
cell_4575	regrouped.cluster.1	Mix_5	regrouped.cluster.1
cell_4576	regrouped.cluster.1	Mix_6	regrouped.cluster.1
cell_4577	regrouped.cluster.1	Mix_7	regrouped.cluster.1
cell_4578	regrouped.cluster.1	Mix_8	regrouped.cluster.1
cell_4579	regrouped.cluster.1	Mix_9	regrouped.cluster.1
