cellID	cellType	SubjectName
cell_2260	cell_type_3	Mix_10
cell_2261	cell_type_3	Mix_1
cell_2262	cell_type_3	Mix_2
cell_2263	cell_type_3	Mix_3
cell_2264	cell_type_3	Mix_4
cell_2265	cell_type_3	Mix_5
cell_2266	cell_type_3	Mix_6
cell_2267	cell_type_3	Mix_7
cell_2268	cell_type_3	Mix_8
cell_2269	cell_type_3	Mix_9
cell_2270	cell_type_3	Mix_10
cell_2271	cell_type_3	Mix_1
cell_2272	cell_type_3	Mix_2
cell_2273	cell_type_3	Mix_3
cell_2274	cell_type_3	Mix_4
cell_2275	cell_type_3	Mix_5
cell_2276	cell_type_3	Mix_6
cell_2277	cell_type_3	Mix_7
cell_2278	cell_type_3	Mix_8
cell_2279	cell_type_3	Mix_9
cell_2280	cell_type_3	Mix_10
cell_2281	cell_type_3	Mix_1
cell_2282	cell_type_3	Mix_2
cell_2283	cell_type_3	Mix_3
cell_2284	cell_type_3	Mix_4
cell_2285	cell_type_3	Mix_5
cell_2286	cell_type_3	Mix_6
cell_2287	cell_type_3	Mix_7
cell_2288	cell_type_3	Mix_8
cell_2289	cell_type_3	Mix_9
cell_2290	cell_type_3	Mix_10
cell_2291	cell_type_3	Mix_1
cell_2292	cell_type_3	Mix_2
cell_2293	cell_type_3	Mix_3
cell_2294	cell_type_3	Mix_4
cell_2295	cell_type_3	Mix_5
cell_2296	cell_type_3	Mix_6
cell_2297	cell_type_3	Mix_7
cell_2298	cell_type_3	Mix_8
cell_2299	cell_type_3	Mix_9
cell_2300	cell_type_3	Mix_10
cell_2301	cell_type_3	Mix_1
cell_2302	cell_type_3	Mix_2
cell_2303	cell_type_3	Mix_3
cell_2304	cell_type_3	Mix_4
cell_2305	cell_type_3	Mix_5
cell_2306	cell_type_3	Mix_6
cell_2307	cell_type_3	Mix_7
cell_2308	cell_type_3	Mix_8
cell_2309	cell_type_3	Mix_9
cell_2310	cell_type_3	Mix_10
cell_2311	cell_type_3	Mix_1
cell_2312	cell_type_3	Mix_2
cell_2313	cell_type_3	Mix_3
cell_2314	cell_type_3	Mix_4
cell_2315	cell_type_3	Mix_5
cell_2316	cell_type_3	Mix_6
cell_2317	cell_type_3	Mix_7
cell_2318	cell_type_3	Mix_8
cell_2319	cell_type_3	Mix_9
cell_2320	cell_type_3	Mix_10
cell_2321	cell_type_3	Mix_1
cell_2322	cell_type_3	Mix_2
cell_2323	cell_type_3	Mix_3
cell_2324	cell_type_3	Mix_4
cell_2325	cell_type_3	Mix_5
cell_2326	cell_type_3	Mix_6
cell_2327	cell_type_3	Mix_7
cell_2328	cell_type_3	Mix_8
cell_2329	cell_type_3	Mix_9
cell_2330	cell_type_3	Mix_10
cell_2331	cell_type_3	Mix_1
cell_2332	cell_type_3	Mix_2
cell_2333	cell_type_3	Mix_3
cell_2334	cell_type_3	Mix_4
cell_2335	cell_type_3	Mix_5
cell_2336	cell_type_3	Mix_6
cell_2337	cell_type_3	Mix_7
cell_2338	cell_type_3	Mix_8
cell_2339	cell_type_3	Mix_9
cell_2340	cell_type_3	Mix_10
cell_2341	cell_type_3	Mix_1
cell_2342	cell_type_3	Mix_2
cell_2343	cell_type_3	Mix_3
cell_2344	cell_type_3	Mix_4
cell_2345	cell_type_3	Mix_5
cell_2346	cell_type_3	Mix_6
cell_2347	cell_type_3	Mix_7
cell_2348	cell_type_3	Mix_8
cell_2349	cell_type_3	Mix_9
cell_2350	cell_type_3	Mix_10
cell_2351	cell_type_3	Mix_1
cell_2352	cell_type_3	Mix_2
cell_2353	cell_type_3	Mix_3
cell_2354	cell_type_3	Mix_4
cell_2355	cell_type_3	Mix_5
cell_2356	cell_type_3	Mix_6
cell_2357	cell_type_3	Mix_7
cell_2358	cell_type_3	Mix_8
cell_2359	cell_type_3	Mix_9
cell_2360	cell_type_3	Mix_10
cell_2361	cell_type_3	Mix_1
cell_2362	cell_type_3	Mix_2
cell_2363	cell_type_3	Mix_3
cell_2364	cell_type_3	Mix_4
cell_2365	cell_type_3	Mix_5
cell_2366	cell_type_3	Mix_6
cell_2367	cell_type_3	Mix_7
cell_2368	cell_type_3	Mix_8
cell_2369	cell_type_3	Mix_9
cell_2370	cell_type_3	Mix_10
cell_2371	cell_type_3	Mix_1
cell_2372	cell_type_3	Mix_2
cell_2373	cell_type_3	Mix_3
cell_2374	cell_type_3	Mix_4
cell_2375	cell_type_3	Mix_5
cell_2376	cell_type_3	Mix_6
cell_2377	cell_type_3	Mix_7
cell_2378	cell_type_3	Mix_8
cell_2379	cell_type_3	Mix_9
cell_2380	cell_type_3	Mix_10
cell_2381	cell_type_3	Mix_1
cell_2382	cell_type_3	Mix_2
cell_2383	cell_type_3	Mix_3
cell_2384	cell_type_3	Mix_4
cell_2385	cell_type_3	Mix_5
cell_2386	cell_type_3	Mix_6
cell_2387	cell_type_3	Mix_7
cell_2388	cell_type_3	Mix_8
cell_2389	cell_type_3	Mix_9
cell_2390	cell_type_3	Mix_10
cell_2391	cell_type_3	Mix_1
cell_2392	cell_type_3	Mix_2
cell_2393	cell_type_3	Mix_3
cell_2394	cell_type_3	Mix_4
cell_2395	cell_type_3	Mix_5
cell_2396	cell_type_3	Mix_6
cell_2397	cell_type_3	Mix_7
cell_2398	cell_type_3	Mix_8
cell_2399	cell_type_3	Mix_9
cell_2400	cell_type_3	Mix_10
cell_2401	cell_type_3	Mix_1
cell_2402	cell_type_3	Mix_2
cell_2403	cell_type_3	Mix_3
cell_2404	cell_type_3	Mix_4
cell_2405	cell_type_3	Mix_5
cell_2406	cell_type_3	Mix_6
cell_2407	cell_type_3	Mix_7
cell_2408	cell_type_3	Mix_8
cell_2409	cell_type_3	Mix_9
cell_2410	cell_type_3	Mix_10
cell_2411	cell_type_3	Mix_1
cell_2412	cell_type_3	Mix_2
cell_2413	cell_type_3	Mix_3
cell_2414	cell_type_3	Mix_4
cell_2415	cell_type_3	Mix_5
cell_2416	cell_type_3	Mix_6
cell_2417	cell_type_3	Mix_7
cell_2418	cell_type_3	Mix_8
cell_2419	cell_type_3	Mix_9
cell_2420	cell_type_3	Mix_10
cell_2421	cell_type_3	Mix_1
cell_2422	cell_type_3	Mix_2
cell_2423	cell_type_3	Mix_3
cell_2424	cell_type_3	Mix_4
cell_2425	cell_type_3	Mix_5
cell_2426	cell_type_3	Mix_6
cell_2427	cell_type_3	Mix_7
cell_2428	cell_type_3	Mix_8
cell_2429	cell_type_3	Mix_9
cell_2430	cell_type_3	Mix_10
cell_2431	cell_type_3	Mix_1
cell_2432	cell_type_3	Mix_2
cell_2433	cell_type_3	Mix_3
cell_2434	cell_type_3	Mix_4
cell_2435	cell_type_3	Mix_5
cell_2436	cell_type_3	Mix_6
cell_2437	cell_type_3	Mix_7
cell_2438	cell_type_3	Mix_8
cell_2439	cell_type_3	Mix_9
cell_2440	cell_type_3	Mix_10
cell_2441	cell_type_3	Mix_1
cell_2442	cell_type_3	Mix_2
cell_2443	cell_type_3	Mix_3
cell_2444	cell_type_3	Mix_4
cell_2445	cell_type_3	Mix_5
cell_2446	cell_type_3	Mix_6
cell_2447	cell_type_3	Mix_7
cell_2448	cell_type_3	Mix_8
cell_2449	cell_type_3	Mix_9
cell_2450	cell_type_3	Mix_10
cell_2451	cell_type_3	Mix_1
cell_2452	cell_type_3	Mix_2
cell_2453	cell_type_3	Mix_3
cell_2454	cell_type_3	Mix_4
cell_2455	cell_type_3	Mix_5
cell_2456	cell_type_3	Mix_6
cell_2457	cell_type_3	Mix_7
cell_2458	cell_type_3	Mix_8
cell_2459	cell_type_3	Mix_9
cell_2460	cell_type_3	Mix_10
cell_2461	cell_type_3	Mix_1
cell_2462	cell_type_3	Mix_2
cell_2463	cell_type_3	Mix_3
cell_2464	cell_type_3	Mix_4
cell_2465	cell_type_3	Mix_5
cell_2466	cell_type_3	Mix_6
cell_2467	cell_type_3	Mix_7
cell_2468	cell_type_3	Mix_8
cell_2469	cell_type_3	Mix_9
cell_2470	cell_type_3	Mix_10
cell_2471	cell_type_3	Mix_1
cell_2472	cell_type_3	Mix_2
cell_2473	cell_type_3	Mix_3
cell_2474	cell_type_3	Mix_4
cell_2475	cell_type_3	Mix_5
cell_2476	cell_type_3	Mix_6
cell_2477	cell_type_3	Mix_7
cell_2478	cell_type_3	Mix_8
cell_2479	cell_type_3	Mix_9
cell_2480	cell_type_3	Mix_10
cell_2481	cell_type_3	Mix_1
cell_2482	cell_type_3	Mix_2
cell_2483	cell_type_3	Mix_3
cell_2484	cell_type_3	Mix_4
cell_2485	cell_type_3	Mix_5
cell_2486	cell_type_3	Mix_6
cell_2487	cell_type_3	Mix_7
cell_2488	cell_type_3	Mix_8
cell_2489	cell_type_3	Mix_9
cell_2490	cell_type_3	Mix_10
cell_2491	cell_type_3	Mix_1
cell_2492	cell_type_3	Mix_2
cell_2493	cell_type_3	Mix_3
cell_2494	cell_type_3	Mix_4
cell_2495	cell_type_3	Mix_5
cell_2496	cell_type_3	Mix_6
cell_2497	cell_type_3	Mix_7
cell_2498	cell_type_3	Mix_8
cell_2499	cell_type_3	Mix_9
cell_2500	cell_type_3	Mix_10
cell_2501	cell_type_3	Mix_1
cell_2502	cell_type_3	Mix_2
cell_2503	cell_type_3	Mix_3
cell_2504	cell_type_3	Mix_4
cell_2505	cell_type_3	Mix_5
cell_2506	cell_type_3	Mix_6
cell_2507	cell_type_3	Mix_7
cell_2508	cell_type_3	Mix_8
cell_2509	cell_type_3	Mix_9
cell_2510	cell_type_3	Mix_10
cell_2511	cell_type_3	Mix_1
cell_2512	cell_type_3	Mix_2
cell_2513	cell_type_3	Mix_3
cell_2514	cell_type_3	Mix_4
cell_2515	cell_type_3	Mix_5
cell_2516	cell_type_3	Mix_6
cell_2517	cell_type_3	Mix_7
cell_2518	cell_type_3	Mix_8
cell_2519	cell_type_3	Mix_9
cell_2520	cell_type_3	Mix_10
cell_2521	cell_type_3	Mix_1
cell_2522	cell_type_3	Mix_2
cell_2523	cell_type_3	Mix_3
cell_2524	cell_type_3	Mix_4
cell_2525	cell_type_3	Mix_5
cell_2526	cell_type_3	Mix_6
cell_2527	cell_type_3	Mix_7
cell_2528	cell_type_3	Mix_8
cell_2529	cell_type_3	Mix_9
cell_2530	cell_type_3	Mix_10
cell_2531	cell_type_3	Mix_1
cell_2532	cell_type_3	Mix_2
cell_2533	cell_type_3	Mix_3
cell_2534	cell_type_3	Mix_4
cell_2535	cell_type_3	Mix_5
cell_2536	cell_type_3	Mix_6
cell_2537	cell_type_3	Mix_7
cell_2538	cell_type_3	Mix_8
cell_2539	cell_type_3	Mix_9
cell_2540	cell_type_3	Mix_10
cell_2541	cell_type_3	Mix_1
cell_2542	cell_type_3	Mix_2
cell_2543	cell_type_3	Mix_3
cell_2544	cell_type_3	Mix_4
cell_2545	cell_type_3	Mix_5
cell_2546	cell_type_3	Mix_6
cell_2547	cell_type_3	Mix_7
cell_2548	cell_type_3	Mix_8
cell_2549	cell_type_3	Mix_9
cell_2550	cell_type_3	Mix_10
cell_2551	cell_type_3	Mix_1
cell_2552	cell_type_3	Mix_2
cell_2553	cell_type_3	Mix_3
cell_2554	cell_type_3	Mix_4
cell_2555	cell_type_3	Mix_5
cell_2556	cell_type_3	Mix_6
cell_2557	cell_type_3	Mix_7
cell_2558	cell_type_3	Mix_8
cell_2559	cell_type_3	Mix_9
cell_2560	cell_type_3	Mix_10
cell_2561	cell_type_3	Mix_1
cell_2562	cell_type_3	Mix_2
cell_2563	cell_type_3	Mix_3
cell_2564	cell_type_3	Mix_4
cell_2565	cell_type_3	Mix_5
cell_2566	cell_type_3	Mix_6
cell_2567	cell_type_3	Mix_7
cell_2568	cell_type_3	Mix_8
cell_2569	cell_type_3	Mix_9
cell_2570	cell_type_3	Mix_10
cell_2571	cell_type_3	Mix_1
cell_2572	cell_type_3	Mix_2
cell_2573	cell_type_3	Mix_3
cell_2574	cell_type_3	Mix_4
cell_2575	cell_type_3	Mix_5
cell_2576	cell_type_3	Mix_6
cell_2577	cell_type_3	Mix_7
cell_2578	cell_type_3	Mix_8
cell_2579	cell_type_3	Mix_9
cell_2580	cell_type_3	Mix_10
cell_2581	cell_type_3	Mix_1
cell_2582	cell_type_3	Mix_2
cell_2583	cell_type_3	Mix_3
cell_2584	cell_type_3	Mix_4
cell_2585	cell_type_3	Mix_5
cell_2586	cell_type_3	Mix_6
cell_2587	cell_type_3	Mix_7
cell_2588	cell_type_3	Mix_8
cell_2589	cell_type_3	Mix_9
cell_2590	cell_type_3	Mix_10
cell_2591	cell_type_3	Mix_1
cell_2592	cell_type_3	Mix_2
cell_2593	cell_type_3	Mix_3
cell_2594	cell_type_3	Mix_4
cell_2595	cell_type_3	Mix_5
cell_2596	cell_type_3	Mix_6
cell_2597	cell_type_3	Mix_7
cell_2598	cell_type_3	Mix_8
cell_2599	cell_type_3	Mix_9
cell_2600	cell_type_3	Mix_10
cell_2601	cell_type_3	Mix_1
cell_2602	cell_type_3	Mix_2
cell_2603	cell_type_3	Mix_3
cell_2604	cell_type_3	Mix_4
cell_2605	cell_type_3	Mix_5
cell_2606	cell_type_3	Mix_6
cell_2607	cell_type_3	Mix_7
cell_2608	cell_type_3	Mix_8
cell_2609	cell_type_3	Mix_9
cell_2610	cell_type_3	Mix_10
cell_2611	cell_type_3	Mix_1
cell_2612	cell_type_3	Mix_2
cell_2613	cell_type_3	Mix_3
cell_2614	cell_type_3	Mix_4
cell_2615	cell_type_3	Mix_5
cell_2616	cell_type_3	Mix_6
cell_2617	cell_type_3	Mix_7
cell_2618	cell_type_3	Mix_8
cell_2619	cell_type_3	Mix_9
cell_2620	cell_type_3	Mix_10
cell_2621	cell_type_3	Mix_1
cell_2622	cell_type_3	Mix_2
cell_2623	cell_type_3	Mix_3
cell_2624	cell_type_3	Mix_4
cell_2625	cell_type_3	Mix_5
cell_2626	cell_type_3	Mix_6
cell_2627	cell_type_3	Mix_7
cell_2628	cell_type_3	Mix_8
cell_2629	cell_type_3	Mix_9
cell_2630	cell_type_3	Mix_10
cell_2631	cell_type_3	Mix_1
cell_2632	cell_type_3	Mix_2
cell_2633	cell_type_3	Mix_3
cell_2634	cell_type_3	Mix_4
cell_2635	cell_type_3	Mix_5
cell_2636	cell_type_3	Mix_6
cell_2637	cell_type_3	Mix_7
cell_2638	cell_type_3	Mix_8
cell_2639	cell_type_3	Mix_9
cell_2640	cell_type_3	Mix_10
cell_2641	cell_type_3	Mix_1
cell_2642	cell_type_3	Mix_2
cell_2643	cell_type_3	Mix_3
cell_2644	cell_type_3	Mix_4
cell_2645	cell_type_3	Mix_5
cell_2646	cell_type_3	Mix_6
cell_2647	cell_type_3	Mix_7
cell_2648	cell_type_3	Mix_8
cell_2649	cell_type_3	Mix_9
cell_2650	cell_type_3	Mix_10
cell_2651	cell_type_3	Mix_1
cell_2652	cell_type_3	Mix_2
cell_2653	cell_type_3	Mix_3
cell_2654	cell_type_3	Mix_4
cell_2655	cell_type_3	Mix_5
cell_2656	cell_type_3	Mix_6
cell_2657	cell_type_3	Mix_7
cell_2658	cell_type_3	Mix_8
cell_2659	cell_type_3	Mix_9
cell_2660	cell_type_3	Mix_10
cell_2661	cell_type_3	Mix_1
cell_2662	cell_type_3	Mix_2
cell_2663	cell_type_3	Mix_3
cell_2664	cell_type_3	Mix_4
cell_2665	cell_type_3	Mix_5
cell_2666	cell_type_3	Mix_6
cell_2667	cell_type_3	Mix_7
cell_2668	cell_type_3	Mix_8
cell_2669	cell_type_3	Mix_9
cell_2670	cell_type_3	Mix_10
cell_2671	cell_type_3	Mix_1
cell_2672	cell_type_3	Mix_2
cell_2673	cell_type_3	Mix_3
cell_2674	cell_type_3	Mix_4
cell_2675	cell_type_3	Mix_5
cell_2676	cell_type_3	Mix_6
cell_2677	cell_type_3	Mix_7
cell_2678	cell_type_3	Mix_8
cell_2679	cell_type_3	Mix_9
cell_2680	cell_type_3	Mix_10
cell_2681	cell_type_3	Mix_1
cell_2682	cell_type_3	Mix_2
cell_2683	cell_type_3	Mix_3
cell_2684	cell_type_3	Mix_4
cell_2685	cell_type_3	Mix_5
cell_2686	cell_type_3	Mix_6
cell_2687	cell_type_3	Mix_7
cell_2688	cell_type_3	Mix_8
cell_2689	cell_type_3	Mix_9
cell_2690	cell_type_3	Mix_10
cell_2691	cell_type_3	Mix_1
cell_2692	cell_type_3	Mix_2
cell_2693	cell_type_3	Mix_3
cell_2694	cell_type_3	Mix_4
cell_2695	cell_type_3	Mix_5
cell_2696	cell_type_3	Mix_6
cell_2697	cell_type_3	Mix_7
cell_2698	cell_type_3	Mix_8
cell_2699	cell_type_3	Mix_9
cell_2700	cell_type_3	Mix_10
cell_2701	cell_type_3	Mix_1
cell_2702	cell_type_3	Mix_2
cell_2703	cell_type_3	Mix_3
cell_2704	cell_type_3	Mix_4
cell_2705	cell_type_3	Mix_5
cell_2706	cell_type_3	Mix_6
cell_2707	cell_type_3	Mix_7
cell_2708	cell_type_3	Mix_8
cell_2709	cell_type_3	Mix_9
cell_2710	cell_type_3	Mix_10
cell_2711	cell_type_3	Mix_1
cell_2712	cell_type_3	Mix_2
cell_2713	cell_type_3	Mix_3
cell_2714	cell_type_3	Mix_4
cell_2715	cell_type_3	Mix_5
cell_2716	cell_type_3	Mix_6
cell_2717	cell_type_3	Mix_7
cell_2718	cell_type_3	Mix_8
cell_2719	cell_type_3	Mix_9
cell_2720	cell_type_3	Mix_10
cell_2721	cell_type_3	Mix_1
cell_2722	cell_type_3	Mix_2
cell_2723	cell_type_3	Mix_3
cell_2724	cell_type_3	Mix_4
cell_2725	cell_type_3	Mix_5
cell_2726	cell_type_3	Mix_6
cell_2727	cell_type_3	Mix_7
cell_2728	cell_type_3	Mix_8
cell_2729	cell_type_3	Mix_9
cell_2730	cell_type_3	Mix_10
cell_2731	cell_type_3	Mix_1
cell_2732	cell_type_3	Mix_2
cell_2733	cell_type_3	Mix_3
cell_2734	cell_type_3	Mix_4
cell_2735	cell_type_3	Mix_5
cell_2736	cell_type_3	Mix_6
cell_2737	cell_type_3	Mix_7
cell_2738	cell_type_3	Mix_8
cell_2739	cell_type_3	Mix_9
cell_2740	cell_type_3	Mix_10
cell_2741	cell_type_3	Mix_1
cell_2742	cell_type_3	Mix_2
cell_2743	cell_type_3	Mix_3
cell_2744	cell_type_3	Mix_4
cell_2745	cell_type_3	Mix_5
cell_2746	cell_type_3	Mix_6
cell_2747	cell_type_3	Mix_7
cell_2748	cell_type_3	Mix_8
cell_2749	cell_type_3	Mix_9
cell_2750	cell_type_3	Mix_10
cell_2751	cell_type_3	Mix_1
cell_2752	cell_type_3	Mix_2
cell_2753	cell_type_3	Mix_3
cell_2754	cell_type_3	Mix_4
cell_2755	cell_type_3	Mix_5
cell_2756	cell_type_3	Mix_6
cell_2757	cell_type_3	Mix_7
cell_2758	cell_type_3	Mix_8
cell_2759	cell_type_3	Mix_9
cell_2760	cell_type_3	Mix_10
cell_2761	cell_type_3	Mix_1
cell_2762	cell_type_3	Mix_2
cell_2763	cell_type_3	Mix_3
cell_2764	cell_type_3	Mix_4
cell_2765	cell_type_3	Mix_5
cell_2766	cell_type_3	Mix_6
cell_2767	cell_type_3	Mix_7
cell_2768	cell_type_3	Mix_8
cell_2769	cell_type_3	Mix_9
cell_2770	cell_type_3	Mix_10
cell_2771	cell_type_3	Mix_1
cell_2772	cell_type_3	Mix_2
cell_2773	cell_type_3	Mix_3
cell_2774	cell_type_3	Mix_4
cell_2775	cell_type_3	Mix_5
cell_2776	cell_type_3	Mix_6
cell_2777	cell_type_3	Mix_7
cell_2778	cell_type_3	Mix_8
cell_2779	cell_type_3	Mix_9
cell_2780	cell_type_3	Mix_10
cell_2781	cell_type_3	Mix_1
cell_2782	cell_type_3	Mix_2
cell_2783	cell_type_3	Mix_3
cell_2784	cell_type_3	Mix_4
cell_2785	cell_type_3	Mix_5
cell_2786	cell_type_3	Mix_6
cell_2787	cell_type_3	Mix_7
cell_2788	cell_type_3	Mix_8
cell_2789	cell_type_3	Mix_9
cell_2790	cell_type_3	Mix_10
cell_2791	cell_type_3	Mix_1
cell_2792	cell_type_3	Mix_2
cell_2793	cell_type_3	Mix_3
cell_2794	cell_type_3	Mix_4
cell_2795	cell_type_3	Mix_5
cell_2796	cell_type_3	Mix_6
cell_2797	cell_type_3	Mix_7
cell_2798	cell_type_3	Mix_8
cell_2799	cell_type_3	Mix_9
cell_2800	cell_type_3	Mix_10
cell_2801	cell_type_3	Mix_1
cell_2802	cell_type_3	Mix_2
cell_2803	cell_type_3	Mix_3
cell_2804	cell_type_3	Mix_4
cell_2805	cell_type_3	Mix_5
cell_2806	cell_type_3	Mix_6
cell_2807	cell_type_3	Mix_7
cell_2808	cell_type_3	Mix_8
cell_2809	cell_type_3	Mix_9
cell_2810	cell_type_3	Mix_10
cell_2811	cell_type_3	Mix_1
cell_2812	cell_type_3	Mix_2
cell_2813	cell_type_3	Mix_3
cell_2814	cell_type_3	Mix_4
cell_2815	cell_type_3	Mix_5
cell_2816	cell_type_3	Mix_6
cell_2817	cell_type_3	Mix_7
cell_2818	cell_type_3	Mix_8
cell_2819	cell_type_3	Mix_9
cell_2820	cell_type_3	Mix_10
cell_2821	cell_type_3	Mix_1
cell_2822	cell_type_3	Mix_2
cell_2823	cell_type_3	Mix_3
cell_2824	cell_type_3	Mix_4
cell_2825	cell_type_3	Mix_5
cell_2826	cell_type_3	Mix_6
cell_2827	cell_type_3	Mix_7
cell_2828	cell_type_3	Mix_8
cell_2829	cell_type_3	Mix_9
cell_2830	cell_type_3	Mix_10
cell_2831	cell_type_3	Mix_1
cell_2832	cell_type_3	Mix_2
cell_2833	cell_type_3	Mix_3
cell_2834	cell_type_3	Mix_4
cell_2835	cell_type_3	Mix_5
cell_2836	cell_type_3	Mix_6
cell_2837	cell_type_3	Mix_7
cell_2838	cell_type_3	Mix_8
cell_2839	cell_type_3	Mix_9
cell_2840	cell_type_3	Mix_10
cell_2841	cell_type_3	Mix_1
cell_2842	cell_type_3	Mix_2
cell_2843	cell_type_3	Mix_3
cell_2844	cell_type_3	Mix_4
cell_2845	cell_type_3	Mix_5
cell_2846	cell_type_3	Mix_6
cell_2847	cell_type_3	Mix_7
cell_2848	cell_type_3	Mix_8
cell_2849	cell_type_3	Mix_9
cell_2850	cell_type_3	Mix_10
cell_2851	cell_type_3	Mix_1
cell_2852	cell_type_3	Mix_2
cell_2853	cell_type_3	Mix_3
cell_2854	cell_type_3	Mix_4
cell_2855	cell_type_3	Mix_5
cell_2856	cell_type_3	Mix_6
cell_2857	cell_type_3	Mix_7
cell_2858	cell_type_3	Mix_8
cell_2859	cell_type_3	Mix_9
cell_2860	cell_type_3	Mix_10
cell_2861	cell_type_3	Mix_1
cell_2862	cell_type_3	Mix_2
cell_2863	cell_type_3	Mix_3
cell_2864	cell_type_3	Mix_4
cell_2865	cell_type_3	Mix_5
cell_2866	cell_type_3	Mix_6
cell_2867	cell_type_3	Mix_7
cell_2868	cell_type_3	Mix_8
cell_2869	cell_type_3	Mix_9
cell_2870	cell_type_3	Mix_10
cell_2871	cell_type_3	Mix_1
cell_2872	cell_type_3	Mix_2
cell_2873	cell_type_3	Mix_3
cell_2874	cell_type_3	Mix_4
cell_2875	cell_type_3	Mix_5
cell_2876	cell_type_3	Mix_6
cell_2877	cell_type_3	Mix_7
cell_2878	cell_type_3	Mix_8
cell_2879	cell_type_3	Mix_9
cell_2880	cell_type_3	Mix_10
cell_2881	cell_type_3	Mix_1
cell_2882	cell_type_3	Mix_2
cell_2883	cell_type_3	Mix_3
cell_2884	cell_type_3	Mix_4
cell_2885	cell_type_3	Mix_5
cell_2886	cell_type_3	Mix_6
cell_2887	cell_type_3	Mix_7
cell_2888	cell_type_3	Mix_8
cell_2889	cell_type_3	Mix_9
cell_2890	cell_type_3	Mix_10
cell_2891	cell_type_3	Mix_1
cell_2892	cell_type_3	Mix_2
cell_2893	cell_type_3	Mix_3
cell_2894	cell_type_3	Mix_4
cell_2895	cell_type_3	Mix_5
cell_2896	cell_type_3	Mix_6
cell_2897	cell_type_3	Mix_7
cell_2898	cell_type_3	Mix_8
cell_2899	cell_type_3	Mix_9
cell_2900	cell_type_3	Mix_10
cell_2901	cell_type_3	Mix_1
cell_2902	cell_type_3	Mix_2
cell_2903	cell_type_3	Mix_3
cell_2904	cell_type_3	Mix_4
cell_2905	cell_type_3	Mix_5
cell_2906	cell_type_3	Mix_6
cell_2907	cell_type_3	Mix_7
cell_2908	cell_type_3	Mix_8
cell_2909	cell_type_3	Mix_9
cell_2910	cell_type_3	Mix_10
cell_2911	cell_type_3	Mix_1
cell_2912	cell_type_3	Mix_2
cell_2913	cell_type_3	Mix_3
cell_2914	cell_type_3	Mix_4
cell_2915	cell_type_3	Mix_5
cell_2916	cell_type_3	Mix_6
cell_2917	cell_type_3	Mix_7
cell_2918	cell_type_3	Mix_8
cell_2919	cell_type_3	Mix_9
cell_2920	cell_type_3	Mix_10
cell_2921	cell_type_3	Mix_1
cell_2922	cell_type_3	Mix_2
cell_2923	cell_type_3	Mix_3
cell_2924	cell_type_3	Mix_4
cell_2925	cell_type_3	Mix_5
cell_2926	cell_type_3	Mix_6
cell_2927	cell_type_3	Mix_7
cell_2928	cell_type_3	Mix_8
cell_2929	cell_type_3	Mix_9
cell_2930	cell_type_3	Mix_10
cell_2931	cell_type_3	Mix_1
cell_2932	cell_type_3	Mix_2
cell_2933	cell_type_3	Mix_3
cell_2934	cell_type_3	Mix_4
cell_2935	cell_type_3	Mix_5
cell_2936	cell_type_3	Mix_6
cell_2937	cell_type_3	Mix_7
cell_2938	cell_type_3	Mix_8
cell_2939	cell_type_3	Mix_9
cell_2940	cell_type_3	Mix_10
cell_2941	cell_type_3	Mix_1
cell_2942	cell_type_3	Mix_2
cell_2943	cell_type_3	Mix_3
cell_2944	cell_type_3	Mix_4
cell_2945	cell_type_3	Mix_5
cell_2946	cell_type_3	Mix_6
cell_2947	cell_type_3	Mix_7
cell_2948	cell_type_3	Mix_8
cell_2949	cell_type_3	Mix_9
cell_2950	cell_type_3	Mix_10
cell_2951	cell_type_3	Mix_1
cell_2952	cell_type_3	Mix_2
cell_2953	cell_type_3	Mix_3
cell_2954	cell_type_3	Mix_4
cell_2955	cell_type_3	Mix_5
cell_2956	cell_type_3	Mix_6
cell_2957	cell_type_3	Mix_7
cell_2958	cell_type_3	Mix_8
cell_2959	cell_type_3	Mix_9
cell_2960	cell_type_3	Mix_10
cell_2961	cell_type_3	Mix_1
cell_2962	cell_type_3	Mix_2
cell_2963	cell_type_3	Mix_3
cell_2964	cell_type_3	Mix_4
cell_2965	cell_type_3	Mix_5
cell_2966	cell_type_3	Mix_6
cell_2967	cell_type_3	Mix_7
cell_2968	cell_type_3	Mix_8
cell_2969	cell_type_3	Mix_9
cell_2970	cell_type_3	Mix_10
cell_2971	cell_type_3	Mix_1
cell_2972	cell_type_3	Mix_2
cell_2973	cell_type_3	Mix_3
cell_2974	cell_type_3	Mix_4
cell_2975	cell_type_3	Mix_5
cell_2976	cell_type_3	Mix_6
cell_2977	cell_type_3	Mix_7
cell_2978	cell_type_3	Mix_8
cell_2979	cell_type_3	Mix_9
cell_2980	cell_type_3	Mix_10
cell_2981	cell_type_3	Mix_1
cell_2982	cell_type_3	Mix_2
cell_2983	cell_type_3	Mix_3
cell_2984	cell_type_3	Mix_4
cell_2985	cell_type_3	Mix_5
cell_2986	cell_type_3	Mix_6
cell_2987	cell_type_3	Mix_7
cell_2988	cell_type_3	Mix_8
cell_2989	cell_type_3	Mix_9
cell_2990	cell_type_3	Mix_10
cell_2991	cell_type_3	Mix_1
cell_2992	cell_type_3	Mix_2
cell_2993	cell_type_3	Mix_3
cell_2994	cell_type_3	Mix_4
cell_2995	cell_type_3	Mix_5
